78     0.056188       5.3188      0.89333
79       1.7847        5.368      0.70446
80       2.7423       4.8089       1.4785
81       1.4707       5.5725      0.15522
82       2.8744        4.822       1.4169
83       1.6671       5.5845      0.09958
84     -0.56116       5.4748     0.053783
85      0.71149       5.5885      0.59457
86       1.2399       5.6409      0.34823
87      -1.6332       4.5114       1.7895
88      0.40641       5.6418      0.35422
89       3.0583       4.9331       1.2283
90       -1.238       5.1451      0.93902
91       2.6974       5.3172      0.68344
92       3.4192       4.5491       1.7731
93      -1.7868       4.5545       1.6986
94     -0.45982       5.6521    -0.004074
95       2.0746       5.5875      0.58055
96       -1.916       4.5973       1.6062
97      -0.4271       5.6427      0.36021
98       2.7515       5.3277      0.87518
99     -0.63582       5.5784      0.59893
100       2.3366       5.7012      0.13859
101       1.7591       5.8407     0.049411
102       1.3977       5.8473      0.28591
103      -1.3062       5.3085      0.89792
104     0.034572       5.8483      0.29993
105       3.4162       5.0657       1.1724
106      -1.5381       5.4901    -0.030646
107       1.1817       5.9801    -0.039772
108      0.37191       5.9711    -0.036414
109      -1.9176        5.058       1.0745
110      -1.4504       5.5984     0.086014
111      -1.9766       5.0386       1.1969
112      -1.2606       5.6436       0.3662
113     -0.43788       5.9621    -0.033057
114      0.70857        6.105   -0.0061084
115      -2.4753       4.5051       1.7922
116     -0.80456       5.8565      0.27489
117      -2.5521       4.5266       1.7468
118       2.7267       5.8445      0.27441
119      -2.6167       4.5481       1.7005
120       2.0728       6.0996    -0.014937
121       3.4133       5.5823      0.57177
122      0.38918       6.2521     -0.19588
123     -0.57015       6.1146    -0.017087
124      -2.0072       5.4563      0.71425
125       -2.647       4.7687       1.4959
126      0.51818        6.338     -0.44748
127      -1.2477       5.9532    -0.029699
128       1.3826       6.3618     -0.31215
129      -1.6437       5.8646      0.24985
130       1.9227       6.3641      -0.4366
131       2.6926       6.1782     -0.31769
132      -1.9477       5.7227      0.31072
133       1.2418       6.4668     -0.57403
134      -2.6269       5.1972       1.0017
135      -0.1664       6.5154     -0.50992
136      -1.9391       5.9291     0.046792
137      -2.3396       5.7221      0.11825
138      -2.6198       5.4695      0.63713
139       2.7213       6.3566     -0.32093
140      0.74378       6.6558     -0.69169
141       3.4104       6.0989    -0.028912
142      -3.3174       4.4988       1.7949
143      -1.1749       6.3808     -0.33411
144       2.0566       6.6185     -0.61819
145      -1.2493       6.4302     -0.56573
146     -0.14536       6.6959     -0.85519
147      -3.3189       4.9595       1.2632
148      -2.4828       5.8728      0.22481
149      -2.6348       5.8018      0.25525
150      0.67592       6.8525      -1.0103
151      -1.8109       6.3256     -0.41775
152      -2.6305        5.905      0.12328
153       1.3018       6.9534      -1.1083
154       2.6636       6.7481     -0.83344
155       3.0486       6.6551     -0.77398
156      -3.3204       5.4202      0.73148
157       1.0737       7.0315       -1.153
158      0.22591       7.0203      -1.1294
159      -0.6121       6.9136     -0.98947
160       3.4075       6.6154     -0.62959
161       2.7305       6.8753     -0.92423
162      -1.7796       6.6471     -0.65113
163     -0.74207       7.0178      -1.2218
164      -2.4592       6.3949     -0.37425
165      -1.2508       6.9072      -1.1018
166      -1.2258       6.9229      -0.9935
167       -3.322       5.8809      0.19977
168       0.8298       7.3357      -1.5388
169      0.76554       7.3442      -1.5301
170      0.30932        7.325      -1.5379
171       1.9405       7.2848      -1.4508
172       1.3503       7.3464      -1.5397
173      0.18079        7.342      -1.5205
174     -0.21116       7.3143       -1.537
175      -2.3742       6.6981     -0.80579
176       2.6712       7.2086      -1.3407
177     -0.40396       7.3398      -1.5108
178     -0.73164       7.3036      -1.5361
179      -2.0226       6.9477      -1.1054
180       3.4045        7.132      -1.2303
181     -0.98871       7.3376      -1.5012
182      -2.3561       6.9009     -0.95337
183      -1.2521       7.2929      -1.5352
184       -3.324       6.4016      -0.3981
185      -1.5735       7.3353      -1.4916
186       -1.771       7.3019      -1.5171
187      -2.1582       7.3331       -1.482
188       -2.891       7.0399      -1.1619
189      -2.2899       7.3108       -1.499
190      -2.8725       7.1282      -1.2241
191      -3.3261       6.9127     -0.98499
192       -2.743       7.3309      -1.4723
193      -2.8088       7.3197      -1.4808
194      -3.3277       7.3287      -1.4627
EndCoordinates

Elements
1 104 99 78
2 103 111 87
3 125 142 115
4 125 115 111
5 99 103 77
6 92 80 63
7 63 80 71
8 71 75 53
9 85 104 78
10 85 78 57
11 75 85 57
12 75 57 53
13 57 78 52
14 78 99 77
15 78 77 52
16 77 103 87
17 87 60 77
18 77 60 52
19 52 50 57
20 57 50 53
21 53 63 71
22 115 87 111
23 167 156 148
24 156 147 134
25 147 142 125
26 147 125 134
27 134 125 111
28 134 111 124
29 156 134 148
30 124 111 103
31 134 124 148
32 148 124 129
33 129 124 103
34 99 104 116
35 99 116 103
36 116 129 103
37 167 149 138
38 138 149 132
39 132 112 109
40 112 90 109
41 109 90 74
42 138 132 109
43 112 132 137
44 132 149 137
45 149 167 137
46 58 64 44
47 22 14 21
48 22 21 28
49 16 13 14
50 16 14 22
51 21 25 28
52 28 25 32
53 64 46 44
54 44 46 36
55 46 38 36
56 36 38 30
57 38 32 30
58 30 32 25
59 15 12 5
60 12 13 5
61 5 2 4
62 2 1 4
63 4 15 5
64 191 194 188
65 191 188 175
66 127 136 151
67 151 136 152
68 152 167 184
69 184 191 175
70 175 151 152
71 152 184 175
72 182 190 184
73 190 194 191
74 190 191 184
75 104 123 116
76 116 123 143
77 143 162 129
78 162 182 164
79 184 167 164
80 164 182 184
81 162 164 129
82 167 148 164
83 164 148 129
84 129 116 143
85 167 152 137
86 152 136 137
87 136 127 137
88 183 186 185
89 185 186 187
90 183 185 181
91 183 181 178
92 178 181 177
93 187 186 189
94 187 189 192
95 178 177 174
96 174 177 173
97 174 173 170
98 170 173 169
99 192 189 193
100 192 193 194
101 170 169 168
102 168 169 172
103 127 94 110
104 127 110 137
105 94 58 84
106 94 84 110
107 127 113 94
108 94 113 108
109 108 107 58
110 108 58 94
111 6 13 7
112 13 12 7
113 7 12 15
114 64 47 45
115 5 9 8
116 8 9 18
117 45 47 40
118 45 40 37
119 37 40 34
120 37 34 31
121 31 34 27
122 31 27 24
123 24 27 20
124 24 20 18
125 18 20 8
126 5 13 16
127 16 22 9
128 16 9 5
129 18 9 22
130 18 22 28
131 24 18 28
132 24 28 32
133 64 45 46
134 46 45 42
135 42 45 37
136 46 42 38
137 42 37 38
138 38 37 31
139 31 24 32
140 31 32 38
141 142 119 117
142 117 119 96
143 96 74 93
144 96 93 117
145 93 74 66
146 66 74 56
147 66 56 54
148 54 56 49
149 54 49 48
150 48 49 51
151 86 72 88
152 88 72 61
153 61 62 97
154 62 74 90
155 62 90 97
156 90 112 97
157 97 88 61
158 64 73 97
159 64 97 112
160 73 86 88
161 73 88 97
162 86 79 59
163 59 79 55
164 79 76 55
165 76 82 55
166 82 92 69
167 82 69 55
168 55 51 59
169 92 82 89
170 89 82 76
171 76 79 100
172 79 86 100
173 100 91 76
174 76 91 89
175 51 55 53
176 53 55 63
177 51 53 50
178 63 55 69
179 63 69 92
180 51 50 48
181 48 50 52
182 48 52 54
183 54 52 60
184 54 60 66
185 66 60 87
186 66 87 93
187 93 87 115
188 93 115 117
189 117 115 142
190 1 2 3
191 3 2 5
192 5 6 3
193 11 6 5
194 5 8 11
195 11 8 19
196 8 20 19
197 19 20 26
198 20 27 26
199 26 27 33
200 33 27 34
201 33 34 39
202 39 34 40
203 39 40 47
204 165 183 163
205 165 163 145
206 127 145 113
207 107 108 126
208 126 108 113
209 163 146 145
210 146 126 113
211 113 145 146
212 172 157 171
213 157 140 128
214 140 122 128
215 122 104 114
216 122 114 128
217 180 176 161
218 161 176 171
219 128 144 157
220 144 161 171
221 171 157 144
222 107 101 68
223 101 100 83
224 101 83 68
225 107 68 58
226 153 172 171
227 107 133 130
228 130 133 153
229 171 176 154
230 154 176 180
231 153 171 130
232 171 154 130
233 142 147 119
234 147 156 138
235 156 167 138
236 74 96 109
237 109 96 119
238 119 147 109
239 109 147 138
240 3 6 7
241 1 3 4
242 7 15 4
243 7 4 3
244 194 190 192
245 157 172 169
246 192 190 182
247 157 169 158
248 173 177 158
249 181 185 166
250 187 192 182
251 169 173 158
252 177 181 159
253 185 187 162
254 166 185 162
255 181 166 159
256 159 166 143
257 177 159 158
258 140 157 158
259 140 135 122
260 182 162 187
261 166 162 143
262 104 122 123
263 143 135 159
264 158 159 135
265 135 143 123
266 158 135 140
267 135 123 122
268 194 193 188
269 193 189 188
270 189 186 179
271 186 183 165
272 179 186 165
273 189 179 188
274 165 145 179
275 145 127 151
276 145 151 179
277 175 188 179
278 175 179 151
279 47 70 65
280 65 70 112
281 137 106 112
282 112 106 65
283 47 64 70
284 64 112 70
285 58 47 84
286 47 65 84
287 84 65 110
288 110 65 106
289 110 106 137
290 64 58 67
291 67 58 68
292 67 68 81
293 81 68 83
294 81 83 100
295 86 73 67
296 67 73 64
297 86 67 81
298 86 81 100
299 74 62 56
300 56 62 61
301 61 72 49
302 72 86 59
303 72 59 49
304 59 51 49
305 49 56 61
306 13 6 10
307 14 13 10
308 14 10 17
309 25 21 23
310 17 21 14
311 17 23 21
312 25 23 29
313 30 25 29
314 30 29 35
315 58 44 43
316 43 44 41
317 41 44 36
318 43 41 35
319 41 36 35
320 35 36 30
321 100 131 141
322 131 155 141
323 155 180 160
324 155 160 141
325 92 89 105
326 105 89 91
327 91 100 141
328 141 121 91
329 91 121 105
330 104 85 114
331 75 71 95
332 80 92 105
333 85 75 102
334 71 80 98
335 180 161 160
336 160 161 139
337 144 128 120
338 80 105 98
339 98 105 121
340 98 121 118
341 161 144 139
342 139 144 120
343 139 120 118
344 118 120 95
345 118 95 98
346 98 95 71
347 128 114 102
348 139 118 141
349 95 120 102
350 102 120 128
351 95 102 75
352 141 118 121
353 102 114 85
354 139 141 160
355 47 58 43
356 47 43 39
357 39 43 35
358 39 35 33
359 33 35 29
360 33 29 26
361 26 29 23
362 26 23 19
363 19 23 17
364 19 17 11
365 11 17 10
366 11 10 6
367 183 178 163
368 163 178 174
369 174 170 146
370 168 172 153
371 170 168 150
372 150 168 153
373 170 150 146
374 153 133 150
375 133 107 126
376 163 174 146
377 133 126 150
378 126 146 150
379 100 101 130
380 101 107 130
381 180 155 154
382 154 155 131
383 131 100 130
384 154 131 130
EndElements

Dirichlet
162
175
179
182
187
188
189
190
191
192
193
194
EndDirichlet

Neumann
12
15
EndNeumann
